DateTime,Description,Merchant,Category_Code,Category_Name,Type,Amount_EUR,Payment_Method
5/16/24 19:05,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.52,Card
5/16/24 20:17,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.42,Direct Debit
5/17/24 10:15,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.88,Card
5/17/24 20:38,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.31,Card
5/18/24 8:59,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.92,Mobile Payment
5/19/24 16:38,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.85,Mobile Payment
5/19/24 18:26,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-16.84,Direct Debit
5/19/24 21:08,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.54,Mobile Payment
5/20/24 11:49,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.28,Card
5/20/24 13:15,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.3,Mobile Payment
5/20/24 16:07,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-21.67,Direct Debit
5/21/24 9:15,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.55,Mobile Payment
5/21/24 11:44,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-20.98,Mobile Payment
5/21/24 13:07,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.22,Mobile Payment
5/21/24 17:55,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-35.08,Mobile Payment
5/21/24 21:58,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-60.32,Mobile Payment
5/22/24 8:32,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.88,Direct Debit
5/22/24 9:19,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.07,Card
5/22/24 9:49,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-21.72,Direct Debit
5/22/24 9:55,Travel Purchase,Ryanair,TRV,Travel,Expense,-5.92,Mobile Payment
5/22/24 11:23,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.92,Direct Debit
5/22/24 11:49,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.27,Direct Debit
5/22/24 13:03,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-19.16,Direct Debit
5/22/24 15:08,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-30.05,Direct Debit
5/22/24 21:15,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.46,Mobile Payment
5/23/24 20:13,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.1,Direct Debit
5/23/24 21:11,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-27.78,Mobile Payment
5/23/24 21:33,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.05,Card
5/24/24 8:10,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.82,Direct Debit
5/24/24 19:26,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.02,Card
5/25/24 7:33,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-26.5,Card
5/25/24 7:54,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.5,Card
5/25/24 13:27,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-21.51,Direct Debit
5/25/24 15:46,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-25.25,Mobile Payment
5/25/24 17:03,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.15,Direct Debit
5/25/24 18:20,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.77,Mobile Payment
5/25/24 20:44,Travel Purchase,Booking.com,TRV,Travel,Expense,-37.22,Mobile Payment
5/25/24 21:41,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.77,Card
5/26/24 13:02,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.32,Mobile Payment
5/26/24 14:17,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-23.79,Card
5/26/24 20:44,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.31,Mobile Payment
5/27/24 12:04,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-24.56,Direct Debit
5/27/24 12:07,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-27.6,Card
5/27/24 20:38,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.58,Mobile Payment
5/27/24 22:24,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.74,Mobile Payment
5/28/24 11:29,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.48,Direct Debit
5/28/24 12:00,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.35,Direct Debit
5/28/24 17:07,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.84,Card
5/28/24 18:51,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-19.95,Card
5/29/24 8:17,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.62,Direct Debit
5/29/24 9:30,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.38,Direct Debit
5/29/24 15:26,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.08,Card
5/29/24 21:39,Travel Purchase,Booking.com,TRV,Travel,Expense,-35.89,Mobile Payment
5/30/24 7:20,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.24,Card
5/30/24 18:23,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-20.93,Direct Debit
5/30/24 19:03,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-45.52,Mobile Payment
5/30/24 19:25,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.93,Card
5/30/24 22:12,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-47.77,Mobile Payment
5/31/24 11:12,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.26,Card
5/31/24 11:19,Travel Purchase,Booking.com,TRV,Travel,Expense,-38.49,Mobile Payment
5/31/24 12:02,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.0,Mobile Payment
5/31/24 16:01,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-20.41,Card
5/31/24 17:51,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.06,Card
5/31/24 20:25,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-23.01,Direct Debit
6/1/24 8:28,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-23.53,Card
6/1/24 9:00,Monthly Salary,Tech Solutions Ltd,SAL,Salary,Income,3500,Bank Transfer
6/1/24 13:09,Travel Purchase,Booking.com,TRV,Travel,Expense,-30.08,Card
6/1/24 13:55,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-27.19,Mobile Payment
6/1/24 17:58,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-45.65,Card
6/1/24 20:19,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.19,Mobile Payment
6/2/24 8:30,Monthly Apartment Rent,City Apartments,RNT,Rent,Expense,-1200.0,Bank Transfer
6/2/24 11:08,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-37.53,Mobile Payment
6/2/24 12:36,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.14,Direct Debit
6/2/24 17:45,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.87,Card
6/2/24 20:21,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.47,Card
6/2/24 20:26,Medical Purchase,Pharmacy,MED,Medical,Expense,-12.93,Card
6/3/24 7:42,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.63,Mobile Payment
6/3/24 14:32,Travel Purchase,Booking.com,TRV,Travel,Expense,-27.68,Direct Debit
6/3/24 15:43,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.9,Mobile Payment
6/3/24 20:07,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-63.78,Direct Debit
6/4/24 8:13,Medical Purchase,Pharmacy,MED,Medical,Expense,-10.63,Card
6/4/24 12:31,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-21.56,Direct Debit
6/4/24 15:37,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-20.62,Direct Debit
6/4/24 20:28,Medical Purchase,Pharmacy,MED,Medical,Expense,-12.04,Card
6/4/24 20:45,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-24.59,Mobile Payment
6/4/24 22:55,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-16.99,Mobile Payment
6/5/24 12:04,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-49.75,Direct Debit
6/5/24 14:14,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-18.68,Direct Debit
6/5/24 15:27,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.73,Direct Debit
6/6/24 10:13,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.52,Card
6/6/24 12:25,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.07,Mobile Payment
6/6/24 16:08,Travel Purchase,Ryanair,TRV,Travel,Expense,-5.85,Mobile Payment
6/6/24 17:45,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-31.88,Direct Debit
6/6/24 18:49,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.37,Mobile Payment
6/6/24 18:57,Travel Purchase,Booking.com,TRV,Travel,Expense,-39.9,Card
6/7/24 19:08,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.59,Direct Debit
6/8/24 7:36,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-34.85,Card
6/8/24 9:40,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.22,Direct Debit
6/8/24 10:40,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-31.27,Card
6/8/24 15:53,Medical Purchase,Pharmacy,MED,Medical,Expense,-12.32,Card
6/9/24 7:43,Medical Purchase,Pharmacy,MED,Medical,Expense,-9.45,Direct Debit
6/9/24 8:08,Medical Purchase,Pharmacy,MED,Medical,Expense,-13.58,Direct Debit
6/9/24 10:15,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.31,Mobile Payment
6/9/24 16:55,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.86,Mobile Payment
6/9/24 18:00,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-38.31,Mobile Payment
6/10/24 8:06,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.87,Direct Debit
6/10/24 9:00,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.55,Card
6/10/24 10:47,Travel Purchase,Booking.com,TRV,Travel,Expense,-36.12,Card
6/10/24 13:41,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.83,Mobile Payment
6/10/24 16:32,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.62,Direct Debit
6/10/24 19:17,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-18.68,Mobile Payment
6/10/24 20:10,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.47,Card
6/10/24 22:19,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.03,Card
6/11/24 14:40,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.76,Card
6/11/24 20:50,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-37.86,Direct Debit
6/12/24 9:05,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.7,Direct Debit
6/12/24 11:26,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.56,Card
6/12/24 12:25,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.31,Mobile Payment
6/12/24 13:23,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-6.26,Card
6/12/24 15:52,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.97,Mobile Payment
6/12/24 18:25,Travel Purchase,Booking.com,TRV,Travel,Expense,-31.82,Mobile Payment
6/12/24 21:56,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-21.98,Card
6/13/24 9:06,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.07,Card
6/13/24 9:42,Medical Purchase,Pharmacy,MED,Medical,Expense,-10.91,Mobile Payment
6/13/24 13:01,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-56.85,Card
6/13/24 13:12,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-33.44,Direct Debit
6/13/24 13:48,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.47,Card
6/13/24 14:48,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-20.38,Card
6/13/24 22:32,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-53.04,Direct Debit
6/14/24 15:10,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.37,Card
6/14/24 16:21,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.36,Direct Debit
6/14/24 17:09,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.48,Mobile Payment
6/15/24 9:50,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.75,Mobile Payment
6/15/24 9:51,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.35,Direct Debit
6/15/24 9:56,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-20.12,Mobile Payment
6/15/24 12:01,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-49.74,Card
6/15/24 18:39,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-28.89,Direct Debit
6/15/24 21:31,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.48,Direct Debit
6/15/24 22:11,Medical Purchase,Pharmacy,MED,Medical,Expense,-13.25,Mobile Payment
6/16/24 9:35,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-51.27,Direct Debit
6/16/24 11:19,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.28,Card
6/16/24 13:52,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-20.18,Card
6/16/24 14:41,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.06,Mobile Payment
6/16/24 20:11,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-25.98,Direct Debit
6/17/24 16:44,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-23.92,Direct Debit
6/17/24 18:57,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.71,Mobile Payment
6/17/24 19:51,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.53,Direct Debit
6/17/24 20:33,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.46,Card
6/17/24 20:44,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-35.16,Direct Debit
6/18/24 8:05,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-47.14,Direct Debit
6/18/24 9:15,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-17.82,Card
6/18/24 9:32,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-35.25,Card
6/18/24 15:07,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-20.04,Direct Debit
6/18/24 22:29,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.81,Direct Debit
6/18/24 22:45,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.33,Card
6/19/24 8:18,Travel Purchase,Booking.com,TRV,Travel,Expense,-30.47,Mobile Payment
6/19/24 19:29,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-23.59,Mobile Payment
6/20/24 11:10,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-20.32,Mobile Payment
6/21/24 16:20,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-25.48,Direct Debit
6/21/24 19:17,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.06,Card
6/21/24 22:45,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-32.69,Card
6/22/24 10:46,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-46.31,Mobile Payment
6/22/24 12:39,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-24.42,Card
6/22/24 14:21,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-19.36,Mobile Payment
6/22/24 21:03,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-53.48,Mobile Payment
6/22/24 21:43,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.21,Direct Debit
6/22/24 22:45,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-9.0,Card
6/23/24 8:52,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.98,Card
6/23/24 10:18,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-22.88,Mobile Payment
6/23/24 12:01,Travel Purchase,Booking.com,TRV,Travel,Expense,-34.1,Direct Debit
6/23/24 12:58,Medical Purchase,Pharmacy,MED,Medical,Expense,-13.1,Card
6/23/24 16:32,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.36,Mobile Payment
6/23/24 19:49,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-57.01,Direct Debit
6/24/24 8:02,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-23.72,Direct Debit
6/25/24 8:41,Travel Purchase,Booking.com,TRV,Travel,Expense,-37.85,Card
6/25/24 11:18,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-39.03,Card
6/25/24 13:26,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.29,Card
6/25/24 16:30,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-58.18,Direct Debit
6/25/24 22:50,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.05,Card
6/26/24 9:35,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-38.19,Card
6/26/24 11:17,Travel Purchase,Ryanair,TRV,Travel,Expense,-8.08,Card
6/26/24 15:10,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-25.64,Direct Debit
6/26/24 15:14,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.74,Direct Debit
6/26/24 20:28,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-17.22,Card
6/26/24 21:41,Travel Purchase,Ryanair,TRV,Travel,Expense,-7.24,Card
6/27/24 7:48,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-19.95,Card
6/27/24 10:11,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.74,Mobile Payment
6/27/24 18:10,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.97,Mobile Payment
6/27/24 18:54,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.47,Mobile Payment
6/27/24 20:21,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-17.93,Card
6/28/24 7:11,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-23.93,Direct Debit
6/28/24 10:27,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-32.72,Card
6/28/24 13:00,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-17.25,Direct Debit
6/30/24 9:25,Travel Purchase,Ryanair,TRV,Travel,Expense,-5.97,Card
6/30/24 14:47,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-31.97,Direct Debit
7/1/24 9:00,Monthly Salary,Tech Solutions Ltd,SAL,Salary,Income,3500,Bank Transfer
7/1/24 9:20,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-6.65,Mobile Payment
7/1/24 17:55,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-3.07,Mobile Payment
7/1/24 22:42,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-9.14,Mobile Payment
7/2/24 8:30,Monthly Apartment Rent,City Apartments,RNT,Rent,Expense,-1200.0,Bank Transfer
7/2/24 13:43,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-17.91,Mobile Payment
7/2/24 15:22,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-20.28,Mobile Payment
7/3/24 20:18,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-34.51,Direct Debit
7/4/24 8:17,Travel Purchase,Ryanair,TRV,Travel,Expense,-7.91,Card
7/4/24 10:34,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-18.33,Direct Debit
7/4/24 14:29,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.66,Direct Debit
7/4/24 16:11,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-24.23,Direct Debit
7/4/24 21:26,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-26.61,Card
7/5/24 9:23,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-20.41,Card
7/5/24 12:23,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-17.13,Mobile Payment
7/7/24 7:33,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-22.82,Card
7/7/24 12:00,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.76,Direct Debit
7/7/24 12:36,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-58.84,Direct Debit
7/7/24 13:49,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-14.71,Card
7/7/24 17:43,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.91,Mobile Payment
7/7/24 21:29,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-36.69,Mobile Payment
7/7/24 21:32,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.9,Mobile Payment
7/7/24 21:51,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-24.35,Card
7/8/24 20:37,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.3,Direct Debit
7/8/24 21:05,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.2,Direct Debit
7/9/24 15:37,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.94,Direct Debit
7/9/24 15:40,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-17.46,Mobile Payment
7/9/24 16:23,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-32.83,Card
7/9/24 17:31,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-7.22,Direct Debit
7/9/24 20:48,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.65,Direct Debit
7/9/24 21:48,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.38,Direct Debit
7/9/24 22:26,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-19.61,Card
7/10/24 7:35,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-1.52,Card
7/10/24 11:29,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-16.88,Direct Debit
7/10/24 14:24,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.29,Direct Debit
7/10/24 15:47,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-22.93,Direct Debit
7/10/24 20:44,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.85,Mobile Payment
7/10/24 21:31,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-38.28,Card
7/10/24 21:57,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.19,Card
7/11/24 9:00,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-24.83,Direct Debit
7/11/24 9:43,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.6,Mobile Payment
7/11/24 11:10,Medical Purchase,Pharmacy,MED,Medical,Expense,-12.3,Mobile Payment
7/11/24 12:46,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.09,Card
7/11/24 15:49,Subscriptions Purchase,Gym Membership,SUB,Subscriptions,Expense,-5.16,Card
7/11/24 21:29,Groceries Purchase,Carrefour,GRY,Groceries,Expense,-47.12,Mobile Payment
7/12/24 14:16,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.03,Mobile Payment
7/12/24 18:34,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.7,Mobile Payment
7/12/24 19:20,Food & Drink Purchase,Local Cafe,ENT,Food & Drink,Expense,-1.68,Card
7/12/24 22:53,Medical Purchase,Pharmacy,MED,Medical,Expense,-11.91,Card
7/13/24 20:13,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-15.44,Direct Debit
7/13/24 21:34,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-18.98,Direct Debit
7/14/24 9:49,Travel Purchase,Booking.com,TRV,Travel,Expense,-31.34,Direct Debit
7/14/24 13:09,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.28,Card
7/14/24 16:26,Medical Purchase,Pharmacy,MED,Medical,Expense,-13.04,Card
7/14/24 19:21,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-39.04,Direct Debit
7/14/24 21:33,Subscriptions Purchase,Spotify,SUB,Subscriptions,Expense,-2.03,Card
7/15/24 7:02,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-17.51,Card
7/15/24 9:21,Medical Purchase,Pharmacy,MED,Medical,Expense,-12.31,Direct Debit
7/15/24 22:06,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.87,Mobile Payment
7/15/24 22:25,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-24.77,Card
7/15/24 22:26,Subscriptions Purchase,Netflix,SUB,Subscriptions,Expense,-2.49,Direct Debit
7/16/24 7:18,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.51,Mobile Payment
7/16/24 13:12,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-19.16,Mobile Payment
7/16/24 14:24,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.14,Direct Debit
7/16/24 15:34,Food & Drink Purchase,Restaurant,ENT,Food & Drink,Expense,-26.74,Mobile Payment
7/16/24 18:00,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-19.33,Direct Debit
7/16/24 21:46,Online Shopping Purchase,Amazon,SHOP,Online Shopping,Expense,-26.9,Direct Debit
7/17/24 7:35,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-13.8,Direct Debit
7/17/24 12:23,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.25,Direct Debit
7/17/24 21:40,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-7.09,Direct Debit
7/18/24 7:45,Car Fuel Purchase,Total Energies,FUEL,Car Fuel,Expense,-14.61,Mobile Payment
7/18/24 15:09,Utilities Purchase,EDF Energy,UTL,Utilities,Expense,-23.88,Mobile Payment
7/18/24 16:14,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.67,Mobile Payment
7/18/24 17:42,Travel Purchase,Booking.com,TRV,Travel,Expense,-32.28,Card
7/19/24 15:31,Utilities Purchase,Orange Telecom,UTL,Utilities,Expense,-8.01,Direct Debit
7/20/24 8:05,Travel Purchase,Ryanair,TRV,Travel,Expense,-6.71,Mobile Payment
7/20/24 12:01,Car Service Purchase,Auto Service Pro,CAR,Car Service,Expense,-20.04,Mobile Payment
7/20/24 13:29,Travel Purchase,Booking.com,TRV,Travel,Expense,-29.41,Direct Debit
